channel_name,markov_result,first_touch,last_touch,linear_touch,total_cost,channel_weight,cost_weight,roas,optimal_budget,CPA
Facebook,5960.9194808051925,5908,6052,5957.793872194312,1481.7,0.3039269607303927,0.3050836988078325,0.9962084566236743,1476.0820701792982,0.24856903448725232
Instagram,3483.855039782936,2634,2555,2570.135474419468,641.2,0.177629890367763,0.13202380217019788,1.3454383788975586,862.6950885491146,0.18404898960432936
Online Display,2225.1870072965935,2271,2246,2234.8089611535465,554.9,0.11345469878634545,0.1142545349723063,0.9929995235099008,551.0154355956439,0.2493722991283122
Online Video,3356.208374582921,3803,3992,3937.3872710913865,991.8,0.17112162211711215,0.20421273704367163,0.8379576347410552,831.0863821361785,0.29551204493471056
Paid Search,4586.830097532358,4997,4768,4912.87442114129,1187.1,0.2338668279983867,0.2444252270059917,0.956803153516776,1135.8210235397648,0.2588061852647738
